Protein_id	Protein_description	Gene_name	hrp_1	hrp_2	h2o2_1	h2o2_2	t4_1	t4_2	t5_1	t5_2
C8VV58;P20478;X2JDA5;X2JJG8	Glutamine synthetase (Fragment);Glutamine synthetase 2 cytoplasmic;Glutamine synthetase;Glutamine synthetase	Gs2;Gs2-RC	8.2409	8.1174	8.145	8.1208	7.9775	8.0009	8.0954	8.1769
B7Z0R7;Q86BR6	Autophagy-related 16, isoform F;Autophagy-related 16, isoform C	Atg16;CG31033-RB;CG31033-RE	8.0922	7.8045	7.7632	8.2051	8.3222	8.4133	8.175	8.0939
P13060	Eukaryotic translation elongation factor 2	eEF2	7.7714	8.3178	8.2463	8.2675	8.1953	8.2249	7.9383	7.8456
Q8IGE3;Q8IQB7	RH42907p (Fragment);MIP21654p	BcDNA:RH42907;CG32032	8.6439	8.1196	7.5671	7.5225	8.3824	8.4047	8.0095	8.1347
Q7KK90	GH14654p	GstE1	8.1669	8.0289	8.0398	8.0841	8.0344	7.9991	8.251	8.1758
A8Y560;O17445	Ribosomal protein L15;60S ribosomal protein L15	RpL15	7.7466	8.3796	8.2345	8.2598	8.1732	8.2111	7.9661	7.7985
P36975	Synaptosomal-associated protein 25	Snap25	8.2879	7.8896	7.7793	7.7102	8.4314	8.3836	8.061	8.223
A0A0B4LFW6;A1Z7S0	Receptor mediated endocytosis 8, isoform B;Receptor mediated endocytosis 8, isoform A	CG8014;Rme-8;Rme-8-RA	8.0246	8.1245	8.118	8.1097	8.0418	8.0706	8.1216	8.1168
Q9VR25	Factor of interpulse interval	fipi	8.0182	8.0354	8.2011	8.264	8.2927	7.9786	8.0604	7.8733
Q86P76;Q9VQC0	RH74545p;Vesicular glutamate transporter, isoform A	VGlut	8.026	8.0677	8.1803	8.0989	8.0271	8.0711	8.1065	8.1075
P02572	Actin-42A	Act42A;Arp53D;Arp53D-RA	8.2239	7.9943	8.0707	8.0171	8.0612	8.1068	8.0704	8.1346
Q9V9M7	60S ribosomal protein L21	RpL21	7.8536	8.2741	8.2033	8.2649	8.1403	8.177	7.9885	7.745
Q9W392	CCT-beta	CCT2	8.0558	8.0929	8.1484	8.1206	8.032	8.0839	8.0259	8.0261
Q7K188	Protein quiver	Dmel\CG6329	8.3342	7.8994	8.004	7.9252	8.0235	8.0408	8.1279	8.1813
M9PB84;P31009	40S ribosomal protein S2;40S ribosomal protein S2	RpS2	7.741	8.2083	8.2034	8.211	8.2141	8.2268	7.9226	7.7787
P46223;X2JCS6	60S ribosomal protein L7a;60S ribosomal protein L7a	RpL7A	7.7419	8.2776	8.168	8.1936	8.1227	8.1692	7.8968	7.8784
Q59E09;Q9VP61	Acetyl-coenzyme A synthetase;Acetyl-coenzyme A synthetase	AcCoAS	7.7724	8.0956	8.1701	8.0886	8.11	8.142	7.9931	8.034
Q9W2L6	RH02475p	Dmel\CG9394	7.9887	7.8914	7.6324	7.7788	8.3415	8.3943	8.1185	8.2294
A1Z9E3	Elongation factor Tu	EfTuM;mEFTu1	7.8013	8.1122	8.2018	8.1139	8.165	8.1916	7.8622	7.9075
C8VV14;P07764	Fructose-bisphosphate aldolase;Fructose-bisphosphate aldolase	Ald-RH;Ald-RI;Ald1	8.1458	7.8582	7.9987	8.0097	8.1437	8.1588	7.9489	8.0496
Q8MYW1;Q9VGS3	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial;Succinate dehydrogenase cytochrome b560 subunit, mitochondrial	SdhC	7.8042	8.1984	8.0831	8.0946	8.1317	8.194	8.0328	7.7586
L0MQ04;Q05825;X2JH42	ATP synthase subunit beta;ATP synthase subunit beta, mitochondrial;ATP synthase subunit beta	ATPsyn-beta-RA;ATPsynbeta	8.0129	7.7734	8.0129	8.0517	8.1764	8.2425	7.9706	8.0042
Q0KI25	Uncharacterized protein, isoform B	CG13825;CG4467;CG4467-RA;Dmel\CG4467	7.8779	7.8383	7.7327	7.9176	8.3575	8.3781	8.0823	8.0599
A0A0B4KH39;E1JIS7;Q24210	CASK, isoform H;CASK, isoform F;Peripheral plasma membrane protein CASK	CASK	7.8862	8.0971	8.209	8.1236	8.0785	7.9614	7.932	7.9243
A4V4U5;M9NHG9;Q04499-2;Q04499-5	Proline dehydrogenase;Proline dehydrogenase;Proline dehydrogenase 1, mitochondrial, Isoform A;Proline dehydrogenase 1, mitochondrial, Isoform E	slgA	7.5997	8.0644	8.2361	8.2409	8.2662	8.2949	7.7428	7.7566
M9MRT6;P08645	Rap1 GTPase, isoform B;Ras-related protein Rap1	Rap1	7.6814	8.3536	8.3643	8.3506	8.1701	7.6748	7.6671	7.8779
C0PTX3;E1JHP3;Q0E8N3;Q9V9Q7;Q9V9Q9;X2JAM1;X2JEX4	RT01718p (Fragment);No long nerve cord, isoform D;No long nerve cord, isoform C;No long nerve cord, isoform A;GH19218p;No long nerve cord, isoform G;No long nerve cord, isoform F	CG31619;CG31619-RB;nolo	7.9763	7.9043	7.9781	7.9	8.1171	8.1585	7.9491	8.1154
Q7KSQ0	LD46175p	sea	7.512	8.0673	8.1406	8.1549	8.1834	8.2182	7.9629	7.8343
Q6NN26;Q8IQH0	RE18634p;FI12817p	Nrx;Nrx-IV	7.9469	8.0972	7.8112	8.0201	8.1207	8.1349	8.0289	7.9124
P52905	Trypsin iota	iotaTry	7.4066	8.0756	7.9772	8.0921	8.1369	8.2113	8.099	8.0672
D2NUH9;H1ZYF1;P29327	40S ribosomal protein S6 (Fragment);40S ribosomal protein S6;40S ribosomal protein S6	RpS6;RpS6-RB	7.5764	8.3304	8.0977	8.192	8.1183	8.1335	7.9531	7.6626
M9PGF6	Fasciclin 2, isoform F	Fas2	8.0361	8.1466	7.8142	7.7946	8.2047	8.2314	7.8888	7.9309
P50887	60S ribosomal protein L22	CG1785;RpL22;tomb	7.6628	8.1972	8.1688	8.1811	8.1329	8.1564	7.9037	7.611
Q7K7G0;Q9W555	Coatomer subunit delta;Coatomer subunit delta	deltaCOP;deltaCOP-RB	8.4216	8.0479	7.792	8.1453	7.7299	7.769	7.9587	8.1393
O01666	ATP synthase subunit gamma, mitochondrial	ATPsyngamma	7.7023	8.0343	8.1811	8.1513	8.1217	8.165	7.8152	7.7953
B7FNQ3;P08120	RE33133p;Collagen alpha-1(IV) chain	Cg25C-RC;Col4a1	8.1517	7.8857	7.6392	7.4556	7.7526	7.8104	8.604	8.6487
Q8IMI7;Q9VA91	40S ribosomal protein S7;40S ribosomal protein S7	CG1883;RpS7	7.6876	8.1355	8.1082	8.1475	8.079	8.0824	7.9557	7.734
A9J7N9;Q4QPQ0;Q9VLC5	Aldehyde dehydrogenase;GH22814p (Fragment);Aldehyde dehydrogenase	Aldh;Aldh-RA	7.7953	8.049	8.0669	8.0045	8.0524	8.0716	8.0438	7.8445
P22700-2	Calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type, Isoform A	SERCA	7.5555	8.0984	7.7445	7.8278	8.243	8.331	8.022	8.0912
Q9VVH5	Complex III subunit 8	UQCR-Q	7.9968	7.9498	7.9881	7.9827	8.0824	8.0402	7.9575	7.8866
A0A6H2EIE0;A0A6H2EJK0;O77062;Q5BIC0	Amino acid transporter;Amino acid transporter;Amino acid transporter;Amino acid transporter	Eaat1	7.619	8.1664	8.1511	8.1345	8.1565	8.2099	7.6794	7.763
Q9VAJ9	SD09259p	Dmel\CG1907	7.8731	8.2837	8.3659	8.3447	7.8155	7.9513	7.6953	7.5244
A0A0B4K664;A0A0B4K700;E1JIM4;Q9U5W6;Q9VEZ3	Mini spindles, isoform E;Mini spindles, isoform D;Mini spindles, isoform B;Microtubule associated protein;Protein mini spindles	msps;msps-RA	7.9665	8.0781	7.7459	7.9838	8.0497	8.1089	7.8661	8.0319
B9EQX6;H0RNC4;Q6NN09	ATPase protein 9;ATPase protein 9;ATPase protein 9	ATPsynC;CG1746-RB	7.193	8.1728	8.1798	8.0363	8.2194	8.2992	8.0025	7.7085
M9NF14;Q0KHU2	IGF-II mRNA-binding protein, isoform L;IGF-II mRNA-binding protein, isoform K	CG1691;Imp	7.8322	8.3251	7.2179	8.2081	8.302	8.3531	7.7794	7.7836
A1ZAA5;Q7K221	Aspartate transaminase;Aspartate transaminase	Got1	7.5714	8.1177	8.1025	8.115	8.0607	8.0412	7.9416	7.8436
Q9VU68	Actin-interacting protein 1	CG10724-RB;flr	7.6433	8.0596	8.0608	8.035	8.0307	8.0792	7.9575	7.8859
Q9W5R8;R9Q794	60S ribosomal protein L5;60S ribosomal protein L5	RpL5;yip6	7.8041	8.1154	8.1344	8.1411	7.9525	7.9619	7.8133	7.8237
A1ZBL0;E0R982;Q24560	Tubulin beta chain;GH12877p;Tubulin beta-1 chain	;betaTub56D;betaTub56D-RA;betaTub60D;betaTub85D	8.1904	8.2428	8.1576	8.1604	7.3624	7.6777	7.8199	8.1347
A0A4P7VAW6;P25228	Ras-related protein Rab-3;Ras-related protein Rab-3	Rab3	7.8623	8.0136	7.9869	7.9911	8.035	8.0269	7.9582	7.8611
A0A0B4KGL0;A0A0B4KH61;A5HBQ4;Q3KN41	Neurexin 1, isoform F;Neurexin 1, isoform G;Neurexin;LP14275p	Nrx-1	7.7739	7.9282	7.9695	7.891	8.0917	8.1488	7.9144	7.9912
P23128	ATP-dependent RNA helicase me31b	me31B	7.6074	8.0291	8.0075	8.0123	7.9115	7.9484	8.0938	8.0838
Q9VD58	GH26270p	Idh3b	7.878	8.0298	7.9917	8.0111	7.9564	8.002	7.9265	7.8965
C0PDF4;C0PV64;M9PEW1;Q9I7R0	MIP06482p;MIP07547p;Uncharacterized protein, isoform E;GH04560p	Apt1;CG18815-RA	7.9991	7.8411	8.046	7.8622	7.9187	7.9326	7.9891	8.0977
Q9VMV5	Viking, isoform A	vkg;vkg-RA	8.1363	7.8714	7.7915	7.783	7.6861	7.7681	8.2968	8.3386
Q9VNB9	60S ribosomal protein L35a	RpL35A	7.7638	8.1294	8.0644	8.0922	8.0109	7.9945	7.8723	7.6961
Q9VKH6	Lysosomal thioesterase PPT2 homolog	Ppt2	7.9389	7.9428	8.0294	8.0644	8.19	8.1349	7.6535	7.6531
M9PHM6;Q9VS34	60S ribosomal protein L18;60S ribosomal protein L18	RpL18	7.788	8.0471	7.9037	8.0714	7.9344	7.9387	7.9794	7.9023
CON__P13645	Keratin, type I cytoskeletal 10	KRT10;KRT12;Krt18;KRT24;KRT25;KRT26;KRT27;KRT28;Krt31;KRT32;KRT35;KRT36;KRT37;KRT38	8.5376	7.9708	8.1375	7.8842	7.2045	7.5475	8.1107	8.1682
Q8IGE1;Q8IGJ3;Q9VTP4	RH43519p;RH06366p;60S ribosomal protein L10a-2	RpL10Ab	7.9223	7.9494	8.0267	8.0892	7.9684	8.0141	7.7287	7.8602
Q9VPX6	Adenylyl cyclase-associated protein	capt	7.7072	8.0377	7.9727	8.0022	8.0008	8.0769	7.933	7.8256
A0A0B4K8A2	Smooth, isoform AA	sm	7.6488	8.01	8.0372	8.0242	8.0542	8.098	7.8827	7.7856
M9PFF0;P41126	60S ribosomal protein L13;60S ribosomal protein L13	RpL13	7.7354	8.1218	8.0903	8.1653	8.0679	8.1155	7.685	7.5579
Q9VI64	LD30995p	Dmel\CG10098	8.195	7.9348	8.0018	7.9853	7.7336	7.739	7.9368	8.007
Q86NW1;Q8IGS0;Q8IH57	FI07245p;RE38567p;GH10249p	Vmat	7.8675	7.8714	7.9823	7.89	7.9288	7.9525	7.9769	8.06
Q8IQH6	Uncharacterized protein, isoform A	nebu	7.7583	8.1458	7.5121	8.0765	8.0785	8.104	7.9176	7.916
P41042;X2JGM9	40S ribosomal protein S4;40S ribosomal protein S4	RpS4	7.7678	8.0836	8.012	8.0531	7.8999	7.9202	7.9114	7.8153
P29310-2	Isoform VI' of 14-3-3 protein zeta	14-3-3zeta;Egfr	7.9863	7.8243	7.8468	7.879	8.0823	8.033	7.8035	7.9408
Q9W3W8;X2JIQ5	60S ribosomal protein L17;60S ribosomal protein L17	RpL17	7.8207	7.9385	8.0107	7.9582	7.9456	7.9783	7.854	7.8646
Q9V3G1	60S ribosomal protein L8	CG31664;RpL8	7.7391	8.0393	8.0269	8.0367	7.9139	7.954	7.8231	7.834
CON__P35527	Keratin, type I cytoskeletal 9	KRT12;KRT9	8.5334	7.9432	7.9876	7.8593	7.0739	7.6073	8.1769	8.1684
Q9VC94	LD41803p	Dmel\CG5728	7.4525	8.0221	8.0404	8.0042	7.9445	7.9576	8.0082	7.9049
A0A0A0RZ60;A0A126QBG4;C6KI54;C8CB16;J9THZ9;J9TIE4;P00408	Cytochrome c oxidase subunit 2;Cytochrome c oxidase subunit 2;Cytochrome c oxidase subunit 2;Cytochrome c oxidase subunit 2 (Fragment);Cytochrome c oxidase subunit 2;Cytochrome c oxidase subunit 2;Cytochrome c oxidase subunit 2	COII;COX2;mt:CoII	7.8619	7.8727	7.8927	8.0102	7.9346	7.9376	7.8389	7.9802
C6SUW3;P55935	40S ribosomal protein S9;40S ribosomal protein S9	RpS9	7.8	8.0714	8.0156	8.0484	7.876	7.8541	7.8923	7.6759
E4NKM3;H5V866;Q8IPY3;Q8T0M9;Q9VQ61	Aspartate aminotransferase (Fragment);Aspartate aminotransferase (Fragment);Aspartate aminotransferase;Aspartate aminotransferase;Aspartate aminotransferase	Got2;Got2-RA	8.0504	7.8221	7.8533	7.6723	7.8443	7.8634	8.0416	8.0477
E8NH92;Q8IRH0;Q8IRH1	AT07754p;LP21249p;FI19310p1	;Psa;Psa-RA;Psa-RC	7.7542	7.9132	7.9604	7.9579	7.9148	7.9453	7.8404	7.8767
Q9VJG0	Xaa-Pro aminopeptidase ApepP	ApepP	7.5908	7.955	7.8109	8.1275	7.9376	7.9574	7.8782	7.8931
D8FT42;F0JAK1;Q95T12;Q95T12-2;Q95T12-3	Calcium channel flower;Calcium channel flower;Calcium channel flower;Calcium channel flower, Isoform B;Calcium channel flower, Isoform C	;flower-RB;fwe	7.8822	7.9671	7.96	7.949	8.0441	8.088	7.5891	7.6677
Q9V7D2	V-type proton ATPase subunit D 1	Vha36-1;Vha36-3	7.8803	7.7687	7.929	7.872	7.9201	8.0119	7.8719	7.8816
Q9VWV4	GH28326p	24643014;45555989;CG32549-RA;CG6247	7.7028	7.9823	8.1112	8.1133	7.9377	7.9757	7.6716	7.6359
P07668;P07668-2	Choline O-acetyltransferase;Choline O-acetyltransferase, Isoform B	ChAT	7.6601	7.9179	7.7857	8.0067	7.9877	8.0214	7.8691	7.8615
Q8IQQ0	Neural conserved at 73EF, isoform F	CG18170;CG32316-ORFB;CG33791-RB;Nc73EF;OGDH	7.4661	7.933	8.0681	8.0588	8.017	8.0811	7.791	7.6925
A0A0B4LGD3	Kazachoc, isoform G	kcc	7.6727	7.9456	7.8975	7.7894	7.9732	8.0221	7.9034	7.8495
P40797	Protein peanut	pnut	7.6137	7.9295	7.9252	7.9459	7.9009	7.9542	7.9512	7.8321
Q8SXL4;Q9VGP3	RE09178p;FI02016p	CG6723;Dmel\CG6723	7.8577	7.9418	7.9355	7.8985	7.8397	7.8612	7.859	7.8531
M9PBL3;P02828	HSP 82;Heat shock protein 83	Hsp83	7.9794	7.8273	7.8355	7.8703	7.9112	7.8826	7.8661	7.8738
M9PB59	Anion exchange protein	Ndae1	7.6534	7.8471	8.1468	8.0822	8.007	7.9972	7.6098	7.7
Q9VV75	AT02348p	UQCR-C2	8.0119	7.8117	7.8207	7.8785	7.9257	7.8618	7.8584	7.8744
Q9VIU8	GH25853p	CG10132;Dmel\CG10132	7.7167	7.9515	7.9437	7.9097	7.9191	7.9415	7.7929	7.8667
H7BWS2;H7BWS3;H7BWS6;H7BWS7;H7BWU6;H7BWU8;Q2QBM1;Q9NIW0;Q9NIW1;Q9NIW2;Q9U1J1;Q9VG31;Q9VG32	Malic enzyme;Malic enzyme;Malic enzyme;Malic enzyme;Malic enzyme;Malic enzyme;Malic enzyme;Malic enzyme;Malic enzyme;Malic enzyme;Malic enzyme;Malic enzyme;Malic enzyme	;Men	7.7407	7.9212	7.9232	7.9281	7.8848	7.9497	7.8248	7.835
M9MRC9;P41092	60S ribosomal protein L27a;60S ribosomal protein L27a	RpL27A	7.8136	7.96	7.9482	7.9676	7.829	7.8455	7.7738	7.8555
E8NH96;Q86D36;Q8IRL9;Q9W2Z4	DNA replication ATP-dependent helicase/nuclease;DNA replication ATP-dependent helicase/nuclease;DNA replication ATP-dependent helicase/nuclease;DNA replication ATP-dependent helicase/nuclease	CG14621;CG2990;CG2990-RC;DNA2;lincRNA.1043;Slc35e1	7.6101	7.9541	7.9685	7.926	7.8905	7.9152	7.9471	7.7763
A4V1N8;P35415	FI03688p;Paramyosin, long form	Prm	7.6114	7.9901	7.7933	7.8861	7.8816	8.0068	7.9117	7.9044
M9NE01;Q27889	Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase 2B catalytic subunit 2	Pp2B-14D;PpD6	7.745	7.8473	7.9226	7.8849	7.9318	7.981	7.8645	7.7958
Q7KVX1;Q9W4H6	Pyruvate dehydrogenase E1 component subunit alpha;Pyruvate dehydrogenase E1 component subunit alpha	CG7010;Pdha	7.642	7.8578	7.899	7.8892	7.9652	8.0064	7.8978	7.8112
CON__P04259	Keratin, type II cytoskeletal 6B	KRT6B;Krt7;KRT7;Krt72;KRT72;KRT74;KRT75;Krt77;Krt79;KRT8;KRT81;Krt83;KRT83;KRT84;KRT85;KRT86	8.2999	7.8876	8.3244	8.283	7.2095	7.5996	7.6851	7.6715
B7Z001;Q9VQL7	3-oxoacyl-[acyl-carrier-protein] reductase;3-oxoacyl-[acyl-carrier-protein] reductase	CG3523-RA;FASN1	7.7663	8.0471	7.9613	7.9509	7.8623	7.81	7.8054	7.7539
P54399;X2JGP4	Protein disulfide-isomerase;Protein disulfide-isomerase	Pdi	8.2123	7.9415	7.8067	7.9226	7.8761	7.8683	7.7067	7.6044
Q8SXX1	Phosphatidylinositol 5-phosphate 4-kinase, isoform A	PIP4K	7.6998	7.8697	7.953	7.9429	7.8975	7.9626	7.7415	7.8584
H0RNN1;Q9TVP3;Q9TVP3-2	FI17328p1;J domain-containing protein;J domain-containing protein, Isoform A	jdp;jdp-RB	8.0297	7.6914	7.7571	7.8203	7.9015	7.9044	7.8549	7.9594
A0A0B4LI13;P13678	Protein kinase C;Protein kinase C	Pkc98E	7.5236	7.9477	7.9438	7.972	7.9161	7.9473	7.8618	7.8002
A4V3Q6;P05303	Elongation factor 1-alpha;Elongation factor 1-alpha 2	eEF1alpha2	7.5835	7.9364	8.2366	8.1397	7.8914	7.9386	7.5732	7.5852
Q9VFS1	Adenosine deaminase	Adgf-D	7.8663	7.6939	7.6901	7.7213	8.0556	8.1343	7.8478	7.8624
P41093	60S ribosomal protein L18a	RpL18A	7.7513	8.0378	7.9308	7.9539	7.8854	7.8872	7.7275	7.6828
Q9VLB7	Rab GDP dissociation inhibitor	Gdi	7.7664	7.8074	7.9119	7.9002	7.9589	7.9375	7.7736	7.7951
Q9V8R9	Protein 4.1 homolog	cora;cora-RE	7.8922	7.8931	7.6942	7.8768	7.8224	7.8641	7.8566	7.8917
P13217-2;X2JCI4	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase, Isoform C;1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase	norpA	7.5662	7.9182	7.8656	7.8901	7.992	7.9394	7.8044	7.8104
A0A0B4K603;A0A0B4K631;A0A0B4K6V2;A0A0B4KF90;A0A0B4KFE2;A0A0B4KGC6;B7Z0U7;C1C3H4;E1JJ78;Q9VI75	Like-AP180, isoform E;Like-AP180, isoform F;Like-AP180, isoform G;Like-AP180, isoform J;Like-AP180, isoform I;Like-AP180, isoform H;Like-AP180, isoform C;MIP05850p (Fragment);Like-AP180, isoform D;Phosphatidylinositol-binding clathrin assembly protein LAP	lap;lap-RB	7.9905	7.8198	7.7723	7.6979	7.8392	7.8422	7.8523	7.9175
A0A0B4LF88;A0A0B4LGC0;Q9V6K1;Q9V6K1-2	Tripeptidyl-peptidase 2;Tripeptidyl-peptidase 2;Tripeptidyl-peptidase 2;Tripeptidyl-peptidase 2, Isoform 2	TppII	7.7584	7.9277	7.9877	7.9854	7.7593	7.8743	7.7224	7.7136
Q9W229	40S ribosomal protein S24	RpS24	7.7415	7.8997	7.8918	7.9236	7.8907	7.8763	7.7601	7.7083
A0A0B4K6N5;A0A0B4K6V6;P48456	Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase 2B catalytic subunit 1	CanA1;PpD6	7.5995	7.9344	7.8764	7.8809	7.9012	7.945	7.8215	7.7074
B7Z0W9;B7Z0W9-3	Proton channel OtopLc;Proton channel OtopLc, Isoform F	OtopLc	7.5065	7.9037	7.7204	8.0973	8.0343	8.0483	7.6523	7.6726
Q8T9D5	SD05601p	ALT;CG1640	7.8547	7.7332	7.7738	7.7409	7.8478	7.8843	7.871	7.9122
Q7K1D7	GH15861p	Dmel\CG1358	7.6727	7.7624	7.7498	7.6848	8.047	8.0369	7.7952	7.852
B7FNP2;B7YZX0;Q8INW2	RE03726p;Hig-anchoring scaffold protein, isoform G;Hig-anchoring scaffold protein, isoform A	CG10186;CG10186-RA;Hasp	8.0048	7.433	7.5305	7.2272	8.0667	8.1326	8.1012	8.1046
Q9VBP6	Succinate-semialdehyde dehydrogenase	Ssadh	8.0205	7.8036	7.8777	7.8865	7.8375	7.7028	7.7087	7.7615
Q9VMS1	Cyclope, isoform A	cype	7.9188	7.7125	7.6964	7.6739	7.8441	7.8003	7.9337	8.0116
C0HKA0;C0HKA1;X2JCX8	40S ribosomal protein S14a;40S ribosomal protein S14b;GEO12513p1	RpS14a;RpS14b	7.9016	7.934	7.8116	7.8814	7.7884	7.85	7.8467	7.5752
P17704	40S ribosomal protein S17	RpS17	7.8423	7.8247	7.8293	7.8517	7.8367	7.8353	7.855	7.7082
Q9VYK6	Tomosyn, isoform C	Tomosyn	7.64	7.8569	7.8949	7.8927	7.8679	7.9129	7.7669	7.7418
A0A1B2AJQ1;B9EQT5;Q8SY81;Q9XY35	GEO13363p1 (Fragment);GM22210p (Fragment);RH44662p;Cytochrome b-c1 complex subunit 9	;ox;ox-RA	7.5847	7.8975	7.8255	7.8316	7.895	7.9584	7.7752	7.7857
D3DMF9;D3DMI7;Q24008	Inactivation no afterpotential D, isoform B;MIP15238p;Inactivation-no-after-potential D protein	inaD;inaD-RA	7.6473	7.6916	7.7428	7.8216	8.0021	7.9215	7.8469	7.8604
M9PEB5;Q9VRW2	Uncharacterized protein, isoform B;Uncharacterized protein, isoform A	AMT;CG10226;CG10226-RA;Dmel\CG10226	7.6467	7.9728	8.0051	7.9343	7.6738	7.7657	7.7596	7.7414
P55830	40S ribosomal protein S3a	RpS3A	7.882	7.6191	7.5561	7.868	8.0013	8.045	7.7546	7.7688
A0A0B4KF46;Q8T0L3	Ubiquitin-activating enzyme E1;Ubiquitin-activating enzyme E1	Uba1	7.7507	7.8589	7.9857	7.917	7.7755	7.8596	7.6385	7.7081
Q9VFQ9	Dipeptidase B, isoform A	Dip-B	7.7158	7.8187	7.8567	7.848	7.8325	7.8774	7.7287	7.798
P23625-2	G protein alpha q subunit, Isoform A	11;14;Galphaq	7.8899	7.6417	7.7102	7.761	7.8474	7.8372	7.8288	7.9591
Q8SYG0;Q9VBH8;Q9VHE5	60S ribosomal protein L34;60S ribosomal protein L34;60S ribosomal protein L34	RpL34a;RpL34b	7.712	7.9308	7.8961	7.8914	7.8088	7.8388	7.7188	7.6484
A8E774;P25007	Peptidyl-prolyl cis-trans isomerase;Peptidyl-prolyl cis-trans isomerase	;CG9916;Cyp1;Dmel\CG7768	8.438	8.0589	8.0372	8.236	6.2494	7.0603	8.1636	8.2
A1Z8R6;Q7JZU2	Hexosyltransferase;Hexosyltransferase	GalT1	7.9367	7.6803	7.6928	7.5594	7.869	7.9176	7.8638	7.905
E1JHV6;M9PDH1;M9PE12;Q9W0T1;Q9W0T1-2	Enhancer of bithorax, isoform E;Enhancer of bithorax, isoform H;Enhancer of bithorax, isoform I;Nucleosome-remodeling factor subunit NURF301;Nucleosome-remodeling factor subunit NURF301, Isoform B	E(bx)	7.7277	7.8032	7.841	7.8344	7.7981	7.8577	7.7505	7.7936
Q9VM50	RE14786p	Rab30	7.5899	8.0884	6.422	8.1643	7.9761	8.0228	7.8124	8.3284
F6J6B9;Q9V3P0;X2JF59	CG1633 (Fragment);Peroxiredoxin 1;Thioredoxin peroxidase 1, isoform C	CG1633;Jafrac1	7.6525	7.3533	7.9948	8.0529	8.0918	8.1297	7.4787	7.6434
A0A0B4KHS0;A0A0B4LHB7;A0A0B4LHB9;A0A0B4LID6;E1JIQ1;Q94900;Q94900-2;Q94900-3;Q94900-4;Q94900-5	GluClalpha, isoform J;GluClalpha, isoform O;GluClalpha, isoform P;GluClalpha, isoform N;GluClalpha, isoform K;Glutamate-gated chloride channel;Glutamate-gated chloride channel, Isoform B;Glutamate-gated chloride channel, Isoform A;Glutamate-gated chloride channel, Isoform C;Glutamate-gated chloride channel, Isoform D	GluClalpha	7.6931	7.884	7.8407	7.799	7.8311	7.8721	7.6942	7.7761
A0A0B4LGL6;P10379	Unzipped, isoform B;Protein unzipped	uzip	8.2529	7.8249	7.4044	7.5853	7.7453	7.8377	7.7635	7.9648
O77466;Q9W1H8	Thiolase;GH13256p	Mtpbeta	7.5065	7.8825	7.8729	7.8807	7.8708	7.9275	7.7563	7.6591
F0JAJ6;P05031	LP11638p;Aromatic-L-amino-acid decarboxylase	ddc;Ddc;Ddc-RB;Ddc-RC	7.577	7.8734	7.8913	7.874	7.805	7.8445	7.8032	7.6834
Q9W0N8	GH21114p	hiro	8.1227	7.78	8.2928	7.9311	7.3495	7.3873	7.7405	7.7398
P15215;X2JAW6	Laminin subunit gamma-1;Laminin B2, isoform B	LanB2	8.0993	7.9246	7.4805	7.5175	7.7569	7.7519	7.8842	7.9193
B3DMZ9;H0RNA7;P23380;Q8IQG3	V-type proton ATPase proteolipid subunit;V-type proton ATPase proteolipid subunit (Fragment);V-type proton ATPase 16 kDa proteolipid subunit;V-type proton ATPase proteolipid subunit	CG32090-RA;Vha16-1;Vha16-3;Vha16-3-RA	7.5237	7.7594	7.6935	7.7675	7.7201	7.7031	8.1963	7.9434
D1Z3A1;Q8MZI5;Q9VZS5	60S ribosomal protein L28;60S ribosomal protein L28;60S ribosomal protein L28	RpL28	7.6696	7.8508	7.8732	7.8939	7.8728	7.8596	7.699	7.579
Q7KJ08	Receptor protein-tyrosine kinase	Alk	8.0377	7.7572	7.8201	7.6714	7.6234	7.7423	7.7607	7.8783
A0A0B7P9G0	Unextended, isoform E	uex	7.554	7.9442	7.8486	7.8795	7.8749	7.9112	7.6778	7.5872
P08736	Elongation factor 1-alpha 1	eEF1alpha1	7.6257	7.9099	7.7975	7.8514	7.8387	7.9168	7.7311	7.5956
E1JHR5;P15007;P15007-2	2-phospho-D-glycerate hydro-lyase;Enolase;Enolase, Isoform A	Eno	8.0281	7.7437	7.8577	7.7483	7.7144	7.731	7.6568	7.7659
A0A0B4LFB8;A0A0B4LGF5;A1Z9N0;E8NH94;Q95U20	Dynamin-like 120 kDa protein, form S1;Dynamin-like 120 kDa protein, form S1;Dynamin-like 120 kDa protein, form S1;Dynamin-like 120 kDa protein, form S1;Dynamin-like 120 kDa protein, form S1	Opa1;opa1-like-RA	7.8396	7.6472	7.7302	7.7162	7.8086	7.8503	7.699	7.9273
A8JV25;E8NH33;Q9VXA5	Uncharacterized protein, isoform D;RE65605p;GH09194p	CG4829;CG4829-RB;CG4829-RD;Dmel\CG4829	8.1004	7.5835	7.4999	7.4017	7.8852	7.9616	7.8169	7.9513
