Protein_id	Protein_description	hrp_1	h2o2_1	hrp_2	h2o2_2	t4_1	t4_2	t5_1	t5_2
Q9V9T5	Mccc1	8.1836	8.5898	8.2231	8.5362	7.7175	7.3594	7.9779	8.0257
P29613;P29613-1	Tpi	7.6948	7.8076	7.6292	7.7616	7.5866	7.4887	7.6376	7.5756
Q9VXV6	Scamp	7.2802	7.5822	7.4184	6.7692	7.4005	7.6715	7.3344	7.3327
Q0KHZ6	Etfb	7.7391	7.8808	7.7319	7.8476	7.5209	7.5495	7.5878	7.5555
Q7K5K3	Pdhb	7.4198	7.6278	7.6003	7.4081	7.5158	7.5527	7.3692	7.1068
Q9W229	RpS24	7.4291	7.5197	7.3477	7.5122	7.4691	7.5985	7.5303	7.4431
Q9VGQ1	alpha-KGDHC	7.8076	7.8701	7.7244	7.7529	7.6627	7.4014	7.7348	7.7389
M9PDI9;M9PDV9;Q9VIH7-2	sky	7.7007	7.5945	7.5612	7.6239	7.735	7.3257	7.7381	7.7047
M9MRC9	RpL27A	7.7053	7.7013	7.5777	7.7305	7.5602	7.4994	7.6368	7.5407
Q9VYK6	Tomosyn	7.7219	7.6429	7.5848	7.6568	7.8088	7.2454	7.8119	7.7822
Q9VCA0	Dmel\CG6356	7.498	7.5016	7.3965	7.5361	7.5689	7.4841	7.5737	7.5371
P46415	Fdh	7.5769	7.488	7.5833	7.5675	7.6566	7.388	7.7117	7.6561
A0A0B4KFE4;A1Z7H2;A1Z7H3;Q8T3L1	Acsl	7.6237	7.5575	7.56	7.5778	7.6146	7.4299	7.594	7.5373
Q9VIQ8	COX4	7.6922	7.667	7.6229	7.6264	7.6126	7.4216	7.646	7.5839
Q0E9K2	Dscam1	7.5058	7.389	7.4447	7.5503	7.509	7.5227	7.5527	7.5563
Q9VVY7;R9PY60	CG14091;CG9600	7.4442	7.0622	7.1525	7.3528	7.6148	7.4137	7.6518	7.7074
D3DMM4;Q86B94;Q86B95;Q86B96;Q86B97;Q9VGE9;Q9VGF0	mfas	7.6322	7.4662	7.4865	7.46	7.4425	7.5823	7.5075	7.6596
Q9VRP2	BEST:CK00496	7.4977	7.5014	7.4428	7.5229	7.5439	7.4742	7.5729	7.4767
X2JBI1;X2JDH0;X2JEQ0;X2JF15;X2JJU0	rad	7.5121	7.4495	7.4569	7.5602	7.5368	7.4688	7.4898	7.5076
A0A0B4KGY6-7	ps	7.5046	7.504	7.3972	7.5312	7.5156	7.4899	7.4962	7.3036
Q9VF17	CG11846	7.108	7.6806	7.3159	7.5084	7.2147	7.7891	7.2048	7.1436
Q24372	Lac	6.975	6.8512	7.2145	6.7748	7.5522	7.4492	7.6587	7.6644
Q9VVH5	UQCR-Q	7.7531	7.7128	7.638	7.6163	7.6192	7.3771	7.658	7.6462
A0A0B4KI10;Q9V3P6	Rpn2	7.5691	7.4532	7.4656	7.5173	7.6292	7.36	7.6336	7.5819
Q9VAK5	ND-20L	7.6257	7.7011	7.5641	7.6983	7.5972	7.3912	7.6653	7.6709
Q9VW54	Rpn1	7.5349	7.5165	7.5059	7.5319	7.6768	7.3089	7.6478	7.5663
Q9W2G9	Acox57D-p	7.3924	7.3953	7.347	7.4184	7.4265	7.5585	7.4079	7.3738
P22700	SERCA	7.7752	7.6871	7.689	7.7323	7.7613	7.2188	7.7746	7.7451
Q9V3J4	Sec13	7.5268	7.4358	7.3793	7.5522	7.5031	7.4751	7.5489	7.4442
M9ND95;P05661-17;P05661-22	Mhc	7.6821	7.4672	7.7383	7.5871	7.7381	7.2325	7.5341	7.6379
Q9VXX8	RpL37a	7.7934	7.6966	7.5379	7.7401	7.4004	7.5699	7.5447	7.4537
P55830	RpS3A	7.4773	7.4569	7.379	7.5094	7.3855	7.58	7.4726	7.3434
Q8IQV4	Dmel\CG32225	7.4655	7.4977	7.4961	7.5096	7.5223	7.4418	7.5946	7.5369
E1JHE4	Fatp1;Fatp2	7.4127	7.4398	7.4787	7.3741	7.5441	7.4199	7.5771	7.5392
Q9VZE9	VhaM9.7-a	6.6571	7.7777	7.8394	6.1345	7.8334	7.1303	7.9393	7.8785
A0A0B4K6W5;A0A0B4K7G3;A0A0B4LJ24;Q9V9S7;Q9V9S7-2	RhoGAP100F	7.4076	7.4975	7.3044	7.4723	7.435	7.5274	7.4592	7.3786
Q9VB69	Men-b	7.6386	7.6101	7.5021	7.5666	7.489	7.473	7.5447	7.4922
Q9VZ39	BcDNA:GH01560	7.3795	6.8034	7.1289	7.044	7.5951	7.3626	7.6286	7.7126
A8DZ18;M9NCY3;M9PD76;M9PDF7;M9PDR3;M9PG93;P16621	Lar	7.2855	7.2066	7.2483	7.1798	7.5953	7.3589	7.5827	7.603
Q9VU13;X2JCD3	EP(3)3622;EP3622	7.1537	6.4866	6.9204	7.0057	7.5497	7.4033	7.3981	7.4544
Q8MKK1	AIMP3	7.7345	7.7798	7.6442	7.735	7.5446	7.4066	7.6646	7.5203
P92177-4	14-3-3epsilon	7.4387	7.4809	7.4279	7.5564	7.494	7.449	7.4695	7.3985
Q0KHN6	CG40500	7.2652	7.0991	7.2196	7.1249	7.569	7.3739	7.5059	7.5055
Q8IRH0;Q8IRH1;Q9W0E4	Psa	7.561	7.5722	7.4887	7.5734	7.6211	7.3183	7.629	7.5622
Q9W425	Rbcn-3A	7.5382	7.5207	7.5155	7.4567	7.6135	7.3219	7.5625	7.5368
A8JRB8;A8JRC1;Q8MT18	Idh3g	7.5798	7.6562	7.6247	7.6281	7.4612	7.4629	7.4185	7.4046
A0A0B4KHG5;A0A0B4KHK5;A0A0B4KHX5;A0A0B4KI35;P12024	chp	7.1059	7.2274	7.2953	7.0853	7.4306	7.4878	6.9174	6.9485
Q7KVX1;Q9W4H6	Pdha	7.6726	7.604	7.6629	7.5682	7.3754	7.5343	7.4349	7.3668
Q9VVU2	CG11074;CG30384;CG30385;RpL26	7.6663	7.6532	7.652	7.4086	7.4516	7.458	7.6905	7.6107
P41093	RpL18A	7.5843	7.5821	7.5049	7.6413	7.6528	7.2565	7.7181	7.6524
O18373	SelD	7.4339	7.4888	7.3629	7.5081	7.3435	7.5612	7.3777	7.281
Q8SY19	Mgstl	7.5317	7.5031	7.4113	7.5219	7.5827	7.3217	7.6021	7.5537
Q7KRW4;Q9VAP0	superdeath	7.0724	7.0094	7.1947	6.9359	7.4822	7.4214	7.3015	7.3252
P26308	Gbeta13F	7.4921	7.5688	7.4379	7.4564	7.4071	7.496	7.4244	7.3628
P20477	Gs1	7.6069	7.615	7.5121	7.5722	7.4507	7.4511	7.4423	7.3785
Q7KJ73	Tsp42Ee	7.2237	6.8156	6.9658	6.9408	7.3937	7.508	7.2801	7.3518
M9PE30;Q9VZI1	Chd64	6.8616	7.4524	7.4497	6.5796	7.478	7.4233	7.3722	7.251
Q9VZM5	PIG-B	7.7028	7.5532	7.468	7.4834	7.6847	7.2106	7.742	7.6805
M9PHM6	RpL18	7.4459	7.2847	7.3357	7.3518	7.4531	7.4409	7.4921	7.4561
H5V8B8;M9NDI6;P36179	Pp2A-29B	7.4275	7.2076	7.344	7.333	7.5414	7.3461	7.3947	7.1743
M9ND25;M9NDF0;Q59E18	smog	7.196	7.2711	7.3468	7.0511	7.5004	7.3794	7.4824	7.4815
Q9NJH0	eEF1gamma	7.7729	7.8165	7.7947	7.751	7.4794	7.3885	7.5138	7.5612
M9NDX3;P30189;Q494M1	Dmel\CG12877;Top1	7.333	7.5468	7.1992	7.4357	6.8967	7.9695	6.993	7.0719
Q8IRG6-2	dre4	7.4005	7.5172	7.3615	7.5078	7.3836	7.4778	7.4665	7.4016
Q9VKA4;Q9VKA4-2	CG31760	7.2407	7.1589	7.2527	7.2581	7.5729	7.2808	7.6582	7.6988
A8JNI2	Srrm234	7.4825	7.8451	7.4136	7.5168	6.9888	7.865	6.9183	7.0811
Q9VQK5	Prp40	7.5355	7.6434	7.4842	7.5041	7.1171	7.7364	7.1844	7.1108
A0A0B4LGQ1;Q00637	Sod2	7.6636	7.7231	7.5174	7.6992	7.4121	7.4328	7.4703	7.4371
Q9Y112	Dmel\CG10863;Dmel\CG12766	7.5047	7.5041	7.398	7.4997	7.4029	7.4416	7.4283	7.3435
Q8IMJ0	VhaAC45RP	7.5359	7.5127	7.441	7.5718	7.5387	7.2998	7.5443	7.5355
Q7KVL7;Q9W277	Vps35	7.4135	7.4731	7.2845	7.3587	7.2322	7.6048	7.2587	7.1913
Q7KJ08	Alk	7.2446	7.1028	7.2789	7.0032	7.5263	7.3103	7.5129	7.5659
Q24319	Ost48	7.4654	7.3479	7.4694	7.4487	7.7452	7.0832	7.5429	7.4826
Q9VAN7	Pglym78;Pglym87	7.5187	7.7727	7.4903	7.6684	7.3967	7.4265	7.4866	7.4615
A0A0B4KFT3	Pkc53E	7.641	7.5881	7.5377	7.5991	7.6011	7.2208	7.6181	7.5701
B7Z0W9;B7Z0W9-3	OtopLc	7.1893	7.452	7.4275	7.0437	7.5054	7.316	7.5317	7.4854
P91929	ND-42	7.5173	7.5053	7.4411	7.4625	7.3577	7.4586	7.3895	7.3299
A4UZR3;Q9W2M2;Q9W2M2-3	Treh	7.7711	7.792	7.7152	7.7005	7.3815	7.4345	7.5148	7.541
Q7KSA4;Q9I7I6;Q9VDL3	Dmel\CG5191	7.2649	7.1903	7.1284	7.2545	7.2177	7.5879	7.4105	7.0331
A0A0B7P9G0	uex	7.4024	7.4303	7.4284	7.2992	7.5476	7.2579	7.5333	7.5249
A1Z8K9;Q7JR71;Q7JR71-2	Sod3	7.3695	7.1219	7.2078	7.1354	7.3829	7.4164	7.4381	7.4989
Q9TVP3	jdp	7.5724	7.6664	7.4217	7.5796	7.4088	7.3865	7.4819	7.403
Q9W543	Rbcn-3B	7.5222	7.4361	7.4082	7.4525	7.5281	7.2658	7.5413	7.5201
P55841	RpL14	7.5461	7.5537	7.4309	7.6087	7.434	7.3564	7.4216	7.4266
P48148	Rho1	7.0923	7.2753	7.4834	7.0445	7.5701	7.2175	7.5711	7.5667
Q9VN13	Sfxn1-3	7.3594	7.4169	7.5227	6.9539	7.4493	7.3379	7.4734	7.5744
Q7KNS3	Lis-1	7.5092	7.3895	7.3861	7.5022	7.5688	7.217	7.5887	7.5878
P32100	RpL7	7.5559	7.484	7.4054	7.5249	7.5129	7.2675	7.6008	7.5179
Q9VGM2	fabp	7.4536	7.4447	7.3541	7.4784	7.4687	7.3074	7.5064	7.4082
Q9VVH3	QIL1	7.4371	7.5709	7.3057	7.4898	7.4049	7.3676	7.4397	7.421
M9NF32;Q9V3K7	BG:DS09217.4	7.4125	7.4587	7.388	7.4614	7.3978	7.3716	7.4234	7.3625
Q9VTR3	obst-G	7.7677	7.7318	7.6044	7.949	6.9397	7.8287	7.0431	7.1434
Q9VJ11	anon-37B-2	7.452	7.3168	7.2976	7.3827	7.6366	7.1205	7.6243	7.5673
M9NDH5;M9NE22;M9NEM2;M9NFQ0;M9NGF6;P14599	Appl	7.3966	7.0904	7.2499	7.2495	7.4931	7.2616	7.4933	7.4688
Q9VH26	CAH7	7.2866	7.0899	7.1123	7.2401	7.3957	7.3588	7.4019	7.4192
M9NG39;P41073	Pep	7.2125	7.2884	7.3014	7.3971	7.3264	7.4271	7.3142	7.1936
P25162	nAChRbeta2	7.2823	7.0844	7.2192	7.1781	7.4091	7.3394	7.4189	7.351
A0A0B4K6A2;A0A0B4K785;A0A0B4K7J4;A0A0B4KH06;Q59DV8	Gfrl	7.2762	6.5288	6.9611	6.8713	7.4269	7.3197	7.5159	7.5849
A0A0B4K6V0	brp	7.1944	7.3433	7.2866	7.3022	7.1758	7.561	7.1615	7.1125
O15971	Rab10	7.4673	7.3518	7.3754	7.4306	7.571	7.1647	7.5594	7.5879
E1JHJ4;P05661-21;P05661-3	Mhc	7.4014	7.1831	7.5574	7.244	7.7381	6.9969	7.2722	7.5253
Q9VML2	bchs	7.3413	7.3742	7.3964	7.2948	7.4265	7.3083	7.436	7.3874
A0A0B4KF92;Q9VNC3	Hcs	7.9897	8.1913	8.0152	7.9589	7.4345	7.2956	7.5522	7.6284
Q7K1M4	Dmel\CG1902	7.4808	7.5924	7.1453	7.5335	7.3506	7.378	7.4315	7.3384
Q9W0M7	Sf3b3	7.4337	7.4173	7.3574	7.3782	7.4511	7.2772	7.4882	7.4224
M9PGF7;O61307;O61307-2	Ten-m	7.3736	7.148	7.2526	7.258	7.5085	7.2198	7.5995	7.61
Q9W246	Dmel\CG4554	7.5509	7.5392	7.4478	7.5747	7.5252	7.2026	7.5505	7.4446
P61851	Sod1	7.5051	7.7179	7.438	7.6286	7.4363	7.2904	7.5819	7.5954
A1Z9E3	mEFTu1	7.5044	7.5061	7.4273	7.4933	7.413	7.311	7.4402	7.3698
A8DZ14;P15278;Q8INX7;X2J6N7;X2JAT7	Fas3	6.9272	6.7257	6.9361	6.6563	7.3805	7.3435	7.4514	7.4075
A0A0B4KH34	AnxB9	7.2441	7.113	7.2359	7.2581	7.3886	7.334	7.3025	7.2303
A0A6H2EEN9	SPR	7.4387	6.8675	7.2154	7.318	7.4601	7.2546	7.4983	7.5611
P40797	pnut	7.3921	7.4789	7.3143	7.3625	7.3184	7.3902	7.3893	7.2923
Q9VQ29	RFeSP	7.3829	7.6102	7.2004	7.3955	7.4749	7.2334	7.4778	7.5316
Q9VJ28	L2HGDH	7.4209	7.4095	7.3647	7.4167	7.3295	7.3757	7.3423	7.3171
Q9V3U6	26-29-p	7.517	7.3453	7.4684	7.3515	7.45	7.2517	7.5032	7.4534
Q8IQD3	Dmel\CG32052	7.186	6.7216	7.0681	6.955	7.3003	7.4004	7.1776	7.2381
Q9V3W2	ND-B17	7.6767	7.6034	7.4953	7.5759	7.6271	7.072	7.6378	7.6722
Q5U0V7	Synj	7.5056	7.5824	7.4689	7.3974	7.538	7.1569	7.5931	7.6271
E1JHR5;P15007	Eno	7.3699	7.6396	7.4384	7.42	7.3157	7.3788	7.3533	7.3389
P31009	RpS2	7.1948	7.3686	7.3126	7.3921	7.3822	7.311	7.4419	7.3684
A0A0B4LHR4;Q8IN24;Q9Y133	GABA-B-R2	7.3678	7.3553	7.2568	7.3029	7.4202	7.2668	7.4341	7.4099
Q9VFF0	UQCR-C1	7.5325	7.4739	7.439	7.4793	7.4396	7.2455	7.3878	7.3266
Q7K485	cathD	7.4293	7.2006	7.3863	7.3443	7.2976	7.3867	7.3541	7.3082
Q9VWH4;Q9VWH4-2	Dmel\CG32026;Idh3a	7.5216	7.4409	7.4177	7.4111	7.3803	7.3028	7.3175	7.2867
A0A0B4LI09;A8JPQ1	CG5566	7.219	6.8604	7.0631	6.7169	7.4281	7.2538	7.5069	7.5304
P46223	RpL7A	7.5097	7.5204	7.3494	7.4634	7.3831	7.2978	7.4538	7.3586
M9PD73;M9PDF6;M9PDR0;Q9VIT9	Tep4	7.3832	6.3632	7.2928	7.3312	7.5315	7.1482	7.3869	7.335
Q09101;Q09101-2;Q09101-3;Q09101-4	hig	7.1615	6.783	6.9213	6.9398	7.2793	7.3987	7.3603	7.3779
Q8I0B7	Pi4KIIalpha	7.2156	7.7139	7.5068	7.7792	7.3668	7.3081	7.3429	7.4422
Q01604	Pgk	7.2381	7.3589	7.2694	7.3349	7.3432	7.3252	7.2724	7.1016
P08645	Rap1	6.9801	7.367	7.419	6.9078	7.4835	7.1829	7.5215	7.542
Q9VB10	Hsdl2	7.4287	7.5081	7.3802	7.2854	7.4358	7.2292	7.4937	7.388
A1Z8R6;Q7JZU2	GalT1	7.4979	7.4583	7.364	7.4461	7.4019	7.2621	7.3617	7.2533
Q9VT61	Ciz1	7.4303	7.3623	7.3503	7.3598	7.1538	7.5097	7.207	7.1395
A0A0C4DHG5;P26686;P26686-2;P26686-3	B52	7.4053	7.3664	7.3434	7.2502	7.0338	7.6286	6.9593	6.9657
P08120	Col4a1	7.2895	7.1368	7.3475	6.9367	7.3554	7.3036	7.3139	7.5482
Q9NDM2;X2JIG6	Tre1	7.4073	7.3736	7.3027	7.4142	7.5498	7.1029	7.5604	7.5325
P45437	betaCOP	7.2489	7.2099	7.1757	7.2325	7.3674	7.2821	7.3658	7.2742
Q9VLM5	Dad1	7.4304	7.2653	7.3037	7.3887	7.5156	7.1336	7.5202	7.4778
Q9VL70	yip2	7.3745	7.4678	7.3422	7.4364	7.3045	7.344	7.3324	7.2708
Q9W1H8	Mtpbeta	7.4643	7.5288	7.4506	7.5279	7.3732	7.2748	7.4392	7.3953
Q9VT04	path	7.2318	7.2884	7.2019	7.3315	7.3195	7.328	7.3094	7.2968
Q9W429	Efr	7.3601	7.3395	7.4786	7.2837	7.2004	7.4462	7.2351	7.2139
Q8SXQ1	Aldh7A1	7.233	7.322	7.1799	7.3929	7.2083	7.4345	7.253	7.2304
Q9VI64	Dmel\CG10098	7.3269	7.3499	7.2113	7.3211	7.3758	7.2604	7.3297	7.2193
A0A0B4KGP4	beat-IV	6.9157	6.5547	6.9142	6.7162	7.2812	7.3546	7.1821	7.2314
A1ZA59	Dmel\CG33463	7.6087	7.8905	7.4534	7.8489	6.8206	7.8089	7.1355	7.1516
M9PE65-2;M9PE65-4	axo	7.2832	7.0964	7.2836	7.1588	7.3996	7.2283	7.41	7.4599
Q9VKW5	Dmel\CG5355	7.3229	7.3615	7.2992	7.2781	7.29	7.3352	7.3027	7.2742
Q8MZI3	BcDNA:HL07910;Dmel\CG7878;DmRH5	7.3428	7.2951	7.2148	7.2412	7.3414	7.2822	7.2545	7.1442
Q94523	SdhA	7.4193	7.4912	7.4365	7.3037	7.256	7.3669	7.289	7.2818
P21914	SdhB;SdhBL	7.4444	7.48	7.5233	7.4432	7.2964	7.3221	7.3307	7.3366
P20432	GstD1;GstE7	7.8107	7.9137	7.8568	7.8321	7.3966	7.2194	7.5153	7.632
A0A0B4K7E4;A0A0B4KHQ9;A0A0B4KHZ2;A0A0C4DHB2;A8JR92;A8JR93	sba	7.5031	7.4564	7.46	7.4371	7.3117	7.304	7.2645	7.2369
Q7K172	ste24a	7.3819	7.3276	7.2858	7.3153	7.4338	7.1791	7.4402	7.4371
P08570	RpLP1	6.5838	7.2272	7.2904	6.6181	7.1208	7.4913	7.1372	7.1522
P15348	Top2	7.3318	7.3434	7.2919	7.3171	7.2857	7.3187	7.3639	7.2883
P36241	RpL19	7.522	7.449	7.3806	7.5033	7.3269	7.2729	7.4211	7.3384
Q24418	Nmdar1	7.4975	7.2917	7.3297	7.4012	7.5631	7.0318	7.5546	7.5589
A0A4D6K506;A8JNX2;C1C5A0;M9PG15;Q7KTU2;Q8IPS6;Q9VNR2	SPoCk	7.4037	7.3767	7.347	7.3409	7.4182	7.1759	7.4241	7.4028
Q9V4E1	Ephrin	6.9186	6.5722	6.6556	6.742	7.3301	7.2622	7.391	7.3626
Q9VND8	Rheb	7.4706	7.4779	7.3897	7.4913	7.3717	7.2196	7.4443	7.4515
P05031	Ddc	7.4045	7.4079	7.3347	7.3774	7.3077	7.2824	7.4023	7.3452
O97102	Sumo	7.336	7.3604	7.1651	7.307	7.3027	7.2874	7.2737	7.134
Q9V9Y0	Dmel\CG1607	7.3093	7.292	7.2061	7.3472	7.5114	7.0786	7.4401	7.4622
Q9V496	apolpp	7.3419	7.0183	7.2929	7.2668	7.4584	7.1288	7.3189	7.0534
Q94511	ND-75	7.2261	7.4293	7.4486	7.1759	7.3257	7.2606	7.2507	7.2086
P48605	CCT3	7.088	7.3537	7.2962	7.2714	7.2339	7.3515	7.2553	7.2299
Q9VZW7	CPT2	7.3777	7.3623	7.338	7.291	7.1572	7.4266	7.1434	7.1006
Q9VB46	Hmu	7.3698	7.3555	7.2541	7.427	7.4377	7.1455	7.4634	7.4032
O18335	Rab11	7.3704	7.4854	7.4066	7.4482	7.2666	7.3124	7.2678	7.2295
Q8IQH0	Nrx-IV	7.4721	7.33	7.4452	7.239	7.5289	7.0455	7.5005	7.5646
Q9W259	13506	7.3041	6.8948	7.0362	7.1016	7.3355	7.2384	7.3645	7.3779
Q9V9R3	Ac3	7.3666	7.2286	7.2299	7.2345	7.3876	7.1859	7.3729	7.3553
Q9VUV9	l(3)72Ab	7.363	7.3041	7.2527	7.3305	7.4289	7.1435	7.4177	7.3882
Q9VP57	pzg	7.3322	7.3469	7.2482	7.3672	7.1552	7.4168	7.2053	7.1737
L0MLM5;Q8SX35	Rnf11	7.2956	7.2466	7.2334	7.2517	6.9482	7.6205	6.9165	6.9297
Q9VGP3	bumpel	7.453	7.3927	7.4462	7.4016	7.4746	7.0907	7.4937	7.5079
O61491;O61491-2	Flo1	7.4161	7.4045	7.3312	7.3988	7.4188	7.1465	7.4474	7.4052
A1Z9M5	Sdb	7.2941	7.3747	7.2106	7.3165	7.3029	7.2623	7.2124	7.2419
Q9VG82	Cyp9f2;Cyp9f3	7.5331	7.6104	7.4745	7.5775	7.3018	7.2626	7.3743	7.4411
M9PEV2	Dmel\CG5087;NM_140022.1	7.818	7.8004	7.7323	7.8901	7.564	7.0002	7.6662	7.6348
A8JTM7	mgl	7.2549	7.0352	7.1133	7.2411	7.5169	7.0466	7.4354	7.3471
A0A0B4K7Q6	mbc	7.2966	7.3191	7.2439	7.2058	7.345	7.2147	7.3661	7.2526
A0A499GGQ3;Q7KT97	nAChRalpha5	7.3596	7.0689	7.217	7.1152	7.4476	7.1076	7.5315	7.5913
Q7KK90	GstE1	7.3468	7.6573	7.3307	7.5207	7.3443	7.2076	7.4678	7.4691
Q27268	Hel25E	7.3361	7.3303	7.2722	7.283	7.3878	7.1564	7.4417	7.3715
A0A0S0X7W8	BG00376;CG3638;Dmel\CG3638;EG:33C11.3	7.2138	7.1846	7.1271	7.0512	7.3329	7.2084	7.3557	7.3506
P17133	snRNP-U1-70K	7.6682	7.6007	7.6288	7.2778	6.7283	7.8125	6.9165	6.6866
Q9W2H4	Agr-like	7.7224	7.4499	7.5213	7.5622	7.7364	6.8007	7.7854	7.6887
Q9VAS7	Inx3	7.4002	7.395	7.4948	7.1251	7.4236	7.1128	7.5026	7.5378
A1Z8Q0	Twdlbeta;TwdlE;TwdlT	7.2839	7.4319	7.4206	7.0155	6.8743	7.6609	6.8104	7.2346
O62621	beta'COP	7.3523	7.2238	7.2634	7.284	7.4139	7.1209	7.4035	7.3768
Q9VTF8	mRpL2	7.5021	7.2415	7.3008	7.4886	7.0142	7.5205	7.2033	7.1073
Q9V3L7	NP15.6	7.4908	7.4213	7.3688	7.362	7.4879	7.0458	7.5146	7.5123
X2J6D4	Cyt-c-p	7.3988	7.4057	7.2157	7.2961	7.0666	7.4631	7.1265	7.0953
Q9VZU7	Usp5	7.2846	7.288	7.1895	7.1667	7.267	7.2593	7.1898	7.0988
Q9W303	Idgf4	7.2088	7.2345	7.1354	7.3479	7.1756	7.3506	7.147	7.0626
A0A0B4JD26;A1Z9X0-2;A1Z9X0-3	aPKC	6.9887	7.3017	7.2304	6.9756	7.1848	7.3403	7.2796	7.2477
Q9W495	PGAP1	7.3258	7.484	7.2849	7.369	7.1959	7.3278	7.2318	7.2352
Q9VN14	Cont	7.1262	6.8451	7.1089	6.9284	7.2712	7.252	7.0951	7.205
A1ZAX1	eIF3c	7.2564	7.3468	7.2577	7.3557	7.1875	7.335	7.1909	7.0684
Q960D4	Dmel\CG4199;EG:22E5.5	7.0009	7.2407	7.2047	7.304	7.165	7.3494	7.228	7.2255
P38040	Ggamma1	6.2816	7.3787	7.4592	6.2238	7.1377	7.3739	7.3822	7.2491
Q9VDH5	KaiR1D	7.1652	7.1871	7.2388	7.2291	7.2694	7.2416	7.2425	7.2073
Q9V3Y2	CIAPIN1	7.7182	7.7698	7.7488	7.692	7.3876	7.1171	7.4027	7.4554
P19889	RpLP0	7.0089	7.2746	7.2503	7.2195	7.0161	7.4883	7.0694	6.8753
Q9W2N0	cpa	7.2629	7.2024	7.4458	7.3547	7.1454	7.3548	7.2296	7.1775
Q9VV43	ringer	7.2941	7.3731	7.1585	7.3715	7.29	7.2093	7.2305	7.1219
P02299	His3:CG33866	7.4075	7.4687	7.3326	7.4915	7.3571	7.1409	7.4474	7.4367
Q9VHC0	RnpS1	7.1152	7.2961	7.1398	7.3294	6.9249	7.5698	6.8775	6.8629
Q9VHY6	EMC1	7.2858	7.2558	7.2126	7.322	7.3584	7.136	7.3305	7.3225
P17644	nAChRalpha2	7.0456	7.1015	7.1864	6.7718	7.3255	7.1666	7.3801	7.3886
Q9VS29;Q9VS29-5	Dscam2	7.3007	6.8721	7.1349	7.0802	7.47	7.022	7.4954	7.4755
Q7KSQ0	sea	7.373	7.4258	7.2621	7.4019	7.4819	7.0055	7.5	7.522
Q9V3T2	Dmel\CG5254;EG:BACR19J1.2	7.3217	7.2911	7.2063	7.301	7.362	7.1234	7.3797	7.3994
Q7KN62	TER94	7.3242	7.275	7.2283	7.3036	7.3191	7.1657	7.3173	7.1602
B5X533;Q9VXM0	Lrp4	7.0655	6.7052	7.0722	6.9129	7.3618	7.1229	7.208	7.2543
A0A0B4KF91;A0A126GUN3;A1ZAJ2;A1ZAJ2-2	neb;unc-104	7.1492	7.2204	7.1678	7.0618	7.2949	7.1896	7.304	7.2402
Q95RA9	GILT1	6.9726	6.9851	6.868	6.9424	7.168	7.3158	6.8996	7.0651
P27716	ogre	7.4438	7.3366	7.2663	6.9985	7.4359	7.0436	7.4719	7.5334
A0A0B4JD57;A0A0B4K7Q4;Q59E58;Q59E59	zip	7.2084	7.2312	7.2167	7.1941	7.2225	7.2544	7.1688	6.979
P02517	Hsp26	7.2471	7.1762	7.1576	7.2148	7.2872	7.1893	7.227	7.0973
Q9V3Z4	Rpn5	7.337	7.1954	7.2083	7.3026	7.3763	7.0992	7.3749	7.299
Q0E940	eIF3b	7.2614	7.1582	7.1524	7.2391	7.4442	7.0286	7.4394	7.3861
A0A0B4LF49;A1Z8G0;B7YZF0;Q8T5S9	metro	7.1911	7.3611	7.3443	6.993	7.2844	7.1869	7.2678	7.1843
A8JV22;Q9W3F6;X2JEJ0	Dmel\CG1440	7.2282	7.3463	7.1953	7.3525	7.2294	7.2389	7.2434	7.1513
Q9W4P5	VhaAC39-1	7.3049	7.2066	7.1073	6.8216	7.2312	7.2353	7.269	7.141
P23696	mts	7.0115	7.2803	7.2361	6.8492	7.2549	7.2079	6.9473	6.7856
A1Z9M6	VGAT	7.0527	7.1306	7.2262	7.2537	7.3495	7.1128	7.36	7.363
M9PFG7;P46824	Klc	7.0796	7.0469	7.0534	7.0915	7.1019	7.3598	6.9865	6.8757
P00399	mt:CoI	7.3919	7.3486	7.3027	7.3006	7.336	7.1241	7.4079	7.3747
Q9VL42	CG34048	7.1645	7.2974	7.2147	7.3506	6.8428	7.6101	6.9885	7.0198
P55935	RpS9	7.3438	7.3168	7.2289	7.3246	7.297	7.1546	7.4229	7.278
Q9W1B9	RpL12	7.3336	7.388	7.2842	7.3624	7.3268	7.1236	7.3827	7.2892
Q7PLV6	Dmel\CG40470	7.1446	6.9637	6.9967	7.0265	7.3926	7.0542	7.2557	7.1547
Q9VU68	flr	7.3041	7.2411	7.2073	7.2615	7.3508	7.0939	7.3568	7.357
Q9W0I6	Sac1	7.2561	7.1831	7.1734	7.2462	7.4112	7.0286	7.4243	7.4255
Q0E8X7	roh	7.4738	7.3357	7.3395	7.3495	7.4463	6.9907	7.441	7.4547
Q8IMQ8;Q9VBA0	Dmel\CG6330	7.3834	7.3399	7.2946	7.2558	7.1744	7.2602	7.1864	7.1408
Q9VF87	Sra-1	7.3475	7.2543	7.2273	7.1922	7.4333	7.001	7.4383	7.4046
Q8IPE8	Mtpalpha	7.3515	7.3034	7.2744	7.3054	7.3574	7.0763	7.3595	7.3101
Q9VP48	Rab26	7.153	7.38	7.4344	7.344	7.2945	7.1393	7.3478	7.3002
Q9VAY2	Gp93	7.1978	7.0559	7.132	7.0921	7.2531	7.1803	7.1268	6.9715
