Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD
UP000645828	Nyctereutes procyonoides (Raccoon dog) (Canis procyonoides)	34880	26676	C:97.4%[S:94.1%,D:3.3%],F:0.6%,M:2.0%,n:14502	Standard
UP000646548	Oryzias melastigma (Marine medaka)	30732	25441	C:86.3%[S:81.6%,D:4.7%],F:5.5%,M:8.2%,n:3640	Standard
UP000648187	Spodoptera exigua (Beet armyworm) (Noctua fulgens)	7107	14288	C:80.2%[S:77.4%,D:2.8%],F:2.1%,M:17.7%,n:5286	Standard
UP000648918	Halcyon senegalensis	342381	14252	C:80.1%[S:79.8%,D:0.3%],F:5.8%,M:14.1%,n:8338	Close to standard (high value)
UP000653271	Piaya cayana (Common squirrel cuckoo)	33601	13976	C:72.1%[S:71.7%,D:0.4%],F:8.5%,M:19.5%,n:8338	Standard
UP000653383	Nicator chloris	237433	13575	C:63.7%[S:63.5%,D:0.2%],F:7.2%,M:29.1%,n:10844	Standard
UP000654395	Urocolius indicus (Red-faced mousebird) (Colius indicus)	458196	14054	C:75.8%[S:75.4%,D:0.4%],F:7.1%,M:17.1%,n:8338	Standard
UP000655588	Frieseomelitta varia	561572	11113	C:89.7%[S:88.4%,D:1.3%],F:4.5%,M:5.8%,n:5991	Standard
UP000656497	Vidua macroura (Pin-tailed whydah)	187451	13045	C:65.6%[S:65.5%,D:0.2%],F:6.4%,M:27.9%,n:10844	Standard
UP000657035	Anhinga anhinga (Anhinga) (Plotus anhinga)	56067	13584	C:77.1%[S:76.7%,D:0.4%],F:6.6%,M:16.3%,n:8338	Standard
UP000658642	Atrichornis clamosus	449594	14584	C:74.7%[S:74.5%,D:0.2%],F:6.2%,M:19.1%,n:10844	Close to standard (high value)
UP000659062	Copsychus sechellarum	797021	14377	C:76.0%[S:75.8%,D:0.2%],F:5.2%,M:18.7%,n:10844	Close to standard (high value)
UP000659654	Bursaphelenchus xylophilus (Pinewood nematode worm) (Aphelenchoides xylophilus)	6326	15766	C:76.3%[S:74.4%,D:1.9%],F:1.1%,M:22.6%,n:3131	Standard
UP000660247	Todus mexicanus (Puerto Rican tody)	135184	10042	C:39.4%[S:39.2%,D:0.2%],F:11.0%,M:49.6%,n:8338	Close to standard (low value)
UP000660704	Donacobius atricapilla	237420	13711	C:74.1%[S:73.8%,D:0.3%],F:5.8%,M:20.2%,n:10844	Standard
UP000663880	Pieris macdunnoughi	345717	18615	C:97.7%[S:86.5%,D:11.2%],F:0.5%,M:1.8%,n:5286	Outlier (high value)
UP000668214	Pseudoatta argentina	621737	9266	C:81.8%[S:81.5%,D:0.3%],F:1.4%,M:16.8%,n:5991	Standard
UP000669903	Acromyrmex charruanus	2715315	8957	C:87.7%[S:87.5%,D:0.2%],F:1.3%,M:11.0%,n:5991	Standard
UP000670152	Acromyrmex heyeri	230685	9100	C:84.8%[S:84.5%,D:0.3%],F:2.7%,M:12.5%,n:5991	Standard
UP000675900	Panthera tigris altaica (Siberian tiger)	74533	26484	C:85.1%[S:64.2%,D:20.9%],F:2.9%,M:12.0%,n:14502	Standard
UP000694380	Chrysemys picta bellii (Western painted turtle) (Emys bellii)	8478	37046	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:7480	Unknown
UP000694381	Nannospalax galili (Northern Israeli blind subterranean mole rat) (Spalax galili)	1026970	26760	C:89.8%[S:63.7%,D:26.0%],F:2.7%,M:7.5%,n:13798	Outlier (high value)
UP000694382	Geospiza parvula (Small tree-finch) (Camarhynchus parvulus)	87175	23332	C:92.3%[S:69.2%,D:23.2%],F:1.9%,M:5.7%,n:10844	Outlier (high value)
UP000694383	Oryzias sinensis (Chinese medaka)	183150	51769	C:84.3%[S:43.3%,D:41.0%],F:4.9%,M:10.8%,n:3640	Outlier (high value)
UP000694384	Cyprinus carpio (Common carp)	7962	93933	C:80.7%[S:23.0%,D:57.6%],F:7.3%,M:12.0%,n:3640	Outlier (high value)
UP000694385	Jaculus jaculus (Lesser Egyptian jerboa)	51337	25130	C:84.9%[S:59.9%,D:25.0%],F:2.9%,M:12.1%,n:13798	Outlier (high value)
UP000694387	Equus asinus asinus	83772	33257	C:93.8%[S:64.1%,D:29.7%],F:2.0%,M:4.2%,n:12234	Standard
UP000694388	Eptatretus burgeri (Inshore hagfish)	7764	25418	C:57.5%[S:30.4%,D:27.1%],F:12.5%,M:30.0%,n:3354	Unknown
UP000694389	Dicentrarchus labrax (European seabass) (Morone labrax)	13489	66288	C:94.1%[S:46.8%,D:47.2%],F:2.4%,M:3.5%,n:3640	Outlier (high value)
UP000694390	Gopherus evgoodei (Goodes thornscrub tortoise)	1825980	30199	C:92.8%[S:67.2%,D:25.6%],F:2.3%,M:4.9%,n:7480	Unknown
UP000694391	Canis lupus dingo (dingo)	286419	33928	C:91.2%[S:63.2%,D:28.0%],F:1.8%,M:7.0%,n:14502	Standard
UP000694392	Sphenodon punctatus (Tuatara) (Hatteria punctata)	8508	24853	C:83.4%[S:63.2%,D:20.1%],F:5.0%,M:11.6%,n:7480	Unknown
UP000694393	Pelusios castaneus (West African mud turtle)	367368	26820	C:93.9%[S:75.4%,D:18.5%],F:2.3%,M:3.8%,n:7480	Unknown
UP000694394	Microcebus murinus (Gray mouse lemur) (Lemur murinus)	30608	36810	C:50.3%[S:33.7%,D:16.6%],F:3.3%,M:46.5%,n:13780	Standard
UP000694396	Cyanoderma ruficeps (rufous-capped babbler)	181631	21562	C:93.2%[S:73.0%,D:20.2%],F:1.7%,M:5.1%,n:10844	Outlier (high value)
UP000694398	Chinchilla lanigera (Long-tailed chinchilla) (Chinchilla villidera)	34839	25186	C:91.2%[S:71.2%,D:20.1%],F:1.5%,M:7.2%,n:13798	Standard
UP000694399	Panthera leo (Lion)	9689	31097	C:95.6%[S:68.7%,D:26.9%],F:0.8%,M:3.6%,n:14502	Standard
UP000694401	Zosterops lateralis melanops	1220523	21599	C:85.7%[S:64.2%,D:21.4%],F:3.6%,M:10.7%,n:10844	Outlier (high value)
UP000694402	Oncorhynchus tshawytscha (Chinook salmon) (Salmo tshawytscha)	74940	96258	C:89.4%[S:24.3%,D:65.0%],F:2.9%,M:7.7%,n:3640	Outlier (high value)
UP000694403	Chelydra serpentina (Snapping turtle) (Testudo serpentina)	8475	28613	C:92.1%[S:66.3%,D:25.8%],F:2.9%,M:5.0%,n:7480	Unknown
UP000694404	Chelonoidis abingdonii (Abingdon island giant tortoise) (Testudo abingdonii)	106734	31593	C:88.2%[S:63.6%,D:24.6%],F:4.8%,M:7.0%,n:7480	Unknown
UP000694405	Melopsittacus undulatus (Budgerigar) (Psittacus undulatus)	13146	21933	C:91.8%[S:66.7%,D:25.1%],F:2.7%,M:5.5%,n:8338	Outlier (high value)
UP000694406	Laticauda laticaudata (Blue-ringed sea krait) (Blue-lipped sea krait)	8630	25227	C:73.6%[S:54.3%,D:19.3%],F:8.5%,M:17.9%,n:7480	Unknown
UP000694407	Marmota marmota marmota (Alpine marmot)	9994	27309	C:91.0%[S:72.2%,D:18.8%],F:2.5%,M:6.5%,n:13798	Standard
UP000694408	Junco hyemalis (Dark-eyed junco)	40217	22411	C:87.4%[S:59.6%,D:27.9%],F:2.0%,M:10.6%,n:10844	Outlier (high value)
UP000694409	Serinus canaria (Island canary) (Fringilla canaria)	9135	23421	C:89.2%[S:64.7%,D:24.5%],F:2.2%,M:8.5%,n:10844	Outlier (high value)
UP000694410	Cyanistes caeruleus (Eurasian blue tit) (Parus caeruleus)	156563	27051	C:91.7%[S:53.4%,D:38.4%],F:2.5%,M:5.8%,n:10844	Outlier (high value)
UP000694411	Theropithecus gelada (Gelada baboon)	9565	35916	C:94.7%[S:66.8%,D:27.9%],F:0.6%,M:4.7%,n:13780	Standard
UP000694412	Coturnix japonica (Japanese quail) (Coturnix coturnix japonica)	93934	27301	C:95.3%[S:63.1%,D:32.2%],F:1.7%,M:3.0%,n:8338	Outlier (high value)
UP000694413	Zonotrichia albicollis (White-throated sparrow)	44394	23103	C:87.2%[S:57.3%,D:29.8%],F:3.2%,M:9.7%,n:10844	Outlier (high value)
UP000694414	Prolemur simus (Greater bamboo lemur) (Hapalemur simus)	1328070	37838	C:93.0%[S:58.1%,D:35.0%],F:1.2%,M:5.8%,n:13780	Standard
UP000694415	Mus spicilegus (Steppe mouse)	10103	35596	C:92.9%[S:61.7%,D:31.2%],F:1.2%,M:6.0%,n:13798	Outlier (high value)
UP000694416	Piliocolobus tephrosceles (Ugandan red Colobus)	591936	39892	C:94.6%[S:59.2%,D:35.4%],F:1.2%,M:4.2%,n:13780	Standard
UP000694417	Urocitellus parryii (Arctic ground squirrel) (Spermophilus parryii)	9999	29186	C:94.6%[S:66.9%,D:27.8%],F:1.3%,M:4.0%,n:13798	Outlier (high value)
UP000694419	Calidris pygmaea (Spoon-billed sandpiper)	425635	26111	C:93.9%[S:63.6%,D:30.3%],F:2.7%,M:3.4%,n:8338	Outlier (high value)
UP000694420	Nothoprocta perdicaria (Chilean tinamou) (Crypturus perdicarius)	30464	21911	C:83.3%[S:67.6%,D:15.7%],F:6.3%,M:10.4%,n:8338	Outlier (high value)
UP000694421	Salvator merianae (Argentine black and white tegu)	96440	29536	C:94.4%[S:63.7%,D:30.7%],F:1.2%,M:4.4%,n:7480	Unknown
UP000694422	Spermophilus dauricus (Daurian ground squirrel)	99837	27243	C:82.9%[S:66.1%,D:16.9%],F:3.5%,M:13.6%,n:13798	Standard
UP000694424	Apteryx owenii (Little spotted kiwi)	8824	27524	C:92.4%[S:58.2%,D:34.2%],F:2.6%,M:5.0%,n:8338	Outlier (high value)
UP000694425	Neovison vison (American mink) (Mustela vison)	452646	31299	C:93.3%[S:63.8%,D:29.5%],F:1.4%,M:5.2%,n:14502	Standard
UP000694426	Anser brachyrhynchus (Pink-footed goose)	132585	26558	C:95.0%[S:63.3%,D:31.7%],F:1.9%,M:3.0%,n:8338	Outlier (high value)
UP000694428	Pavo cristatus (Indian peafowl) (Blue peafowl)	9049	25675	C:70.9%[S:48.4%,D:22.5%],F:9.7%,M:19.4%,n:8338	Standard
UP000694520	Bos mutus grunniens (Wild yak) (Bos grunniens)	30521	39886	C:92.0%[S:46.2%,D:45.8%],F:0.9%,M:7.1%,n:13335	Outlier (high value)
UP000694521	Anser cygnoid (Swan goose)	8845	26657	C:95.0%[S:61.8%,D:33.2%],F:1.8%,M:3.2%,n:8338	Outlier (high value)
UP000694522	Amazona collaria (yellow-billed parrot)	241587	25605	C:91.5%[S:62.0%,D:29.5%],F:3.1%,M:5.3%,n:8338	Outlier (high value)
UP000694523	Neogobius melanostomus (round goby)	47308	44788	C:81.0%[S:49.3%,D:31.6%],F:4.3%,M:14.7%,n:3640	Outlier (high value)
UP000694540	Catagonus wagneri (Chacoan peccary)	51154	29374	C:95.5%[S:72.4%,D:23.1%],F:0.9%,M:3.6%,n:13335	Standard
UP000694541	Accipiter nisus (Eurasian sparrowhawk)	211598	26996	C:88.2%[S:61.2%,D:27.0%],F:5.2%,M:6.6%,n:8338	Outlier (high value)
UP000694543	Chrysolophus pictus (Golden pheasant) (Phasianus pictus)	9089	18740	C:80.9%[S:61.8%,D:19.1%],F:3.1%,M:16.0%,n:8338	Standard
UP000694544	Moschus moschiferus (Siberian musk deer) (Moschus sibiricus)	68415	32988	C:96.8%[S:67.4%,D:29.4%],F:0.7%,M:2.5%,n:13335	Outlier (high value)
UP000694545	Varanus komodoensis (Komodo dragon)	61221	29080	C:89.5%[S:66.0%,D:23.6%],F:3.2%,M:7.3%,n:7480	Unknown
UP000694546	Gadus morhua (Atlantic cod)	8049	61777	C:92.4%[S:44.2%,D:48.2%],F:1.6%,M:6.0%,n:3640	Outlier (high value)
UP000694548	Nothobranchius furzeri (Turquoise killifish)	105023	54481	C:61.7%[S:32.2%,D:29.5%],F:2.9%,M:35.4%,n:15213	Outlier (high value)
UP000694549	Anas zonorhyncha (Eastern spot-billed duck)	75864	28886	C:94.6%[S:58.0%,D:36.6%],F:2.0%,M:3.4%,n:8338	Outlier (high value)
UP000694551	Strix occidentalis caurina (northern spotted owl)	311401	23547	C:84.4%[S:67.5%,D:16.9%],F:6.2%,M:9.4%,n:8338	Outlier (high value)
UP000694552	Otus sunia (Oriental scops-owl)	257818	24027	C:94.3%[S:71.7%,D:22.7%],F:2.2%,M:3.5%,n:8338	Outlier (high value)
UP000694554	Phocoena sinus (Vaquita)	42100	31318	C:94.5%[S:63.6%,D:31.0%],F:0.8%,M:4.7%,n:13335	Standard
UP000694555	Buteo japonicus	224669	25714	C:88.1%[S:61.6%,D:26.5%],F:5.1%,M:6.9%,n:8338	Outlier (high value)
UP000694556	Cairina moschata domestica (Muscovy Duck (domestic type))	1240228	28556	C:95.4%[S:60.5%,D:34.9%],F:1.7%,M:2.9%,n:8338	Outlier (high value)
UP000694557	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	115435	C:98.0%[S:26.0%,D:72.0%],F:0.6%,M:1.4%,n:3640	Outlier (high value)
UP000694559	Naja naja (Indian cobra)	35670	29718	C:85.0%[S:56.6%,D:28.3%],F:3.7%,M:11.3%,n:7480	Unknown
UP000694560	Malurus cyaneus samueli	2593467	23024	C:83.1%[S:64.0%,D:19.1%],F:4.0%,M:12.8%,n:10844	Outlier (high value)
UP000694562	Falco tinnunculus (Common kestrel)	100819	25297	C:95.4%[S:65.1%,D:30.3%],F:1.4%,M:3.2%,n:8338	Outlier (high value)
UP000694563	Catharus ustulatus (Russet-backed thrush) (Hylocichla ustulatus)	91951	28922	C:89.9%[S:59.5%,D:30.3%],F:2.5%,M:7.6%,n:10844	Outlier (high value)
UP000694564	Sciurus vulgaris (Eurasian red squirrel)	55149	33005	C:95.9%[S:70.7%,D:25.2%],F:1.0%,M:3.1%,n:13798	Outlier (high value)
UP000694565	Cyclopterus lumpus (Lumpsucker)	8103	50862	C:92.7%[S:53.1%,D:39.6%],F:2.4%,M:4.9%,n:3640	Outlier (high value)
UP000694567	Bubo bubo (Eurasian eagle-owl) (Strix bubo)	30461	25032	C:90.8%[S:62.7%,D:28.1%],F:3.5%,M:5.6%,n:8338	Outlier (high value)
UP000694568	Sander lucioperca (Pike-perch) (Perca lucioperca)	283035	61001	C:96.0%[S:50.7%,D:45.3%],F:1.5%,M:2.4%,n:3640	Outlier (high value)
UP000694569	Leptobrachium leishanense (Leishan spiny toad)	445787	48917	C:91.7%[S:46.1%,D:45.6%],F:2.0%,M:6.3%,n:5310	Unknown
UP000694580	Denticeps clupeoides (denticle herring)	299321	62333	C:94.1%[S:47.0%,D:47.1%],F:1.3%,M:4.6%,n:3640	Outlier (high value)
UP000694620	Erpetoichthys calabaricus (Rope fish) (Calamoichthys calabaricus)	27687	33804	C:90.7%[S:66.9%,D:23.8%],F:1.9%,M:7.4%,n:3640	Unknown
UP000694680	Gouania willdenowi (blunt-snouted clingfish)	441366	56005	C:92.8%[S:51.1%,D:41.8%],F:1.8%,M:5.4%,n:3640	Outlier (high value)
UP000694840	Hydra vulgaris (Hydra) (Hydra attenuata)	6087	21298	C:91.2%[S:83.0%,D:8.2%],F:3.9%,M:4.9%,n:954	Unknown
UP000694841	Apteryx mantelli mantelli	202946	20883	C:96.2%[S:72.9%,D:23.4%],F:2.0%,M:1.8%,n:8338	Outlier (high value)
UP000694843	Hyalella azteca (Amphipod)	294128	21650	C:95.4%[S:77.6%,D:17.8%],F:2.0%,M:2.7%,n:1013	Outlier (high value)
UP000694844	Crassostrea virginica (Eastern oyster)	6565	50254	C:98.2%[S:53.5%,D:44.7%],F:0.3%,M:1.5%,n:5295	Unknown
UP000694845	Acanthaster planci (Crown-of-thorns starfish)	133434	25685	C:98.7%[S:62.6%,D:36.2%],F:0.5%,M:0.7%,n:954	Unknown
UP000694846	Sipha flava (yellow sugarcane aphid)	143950	18157	C:97.1%[S:63.5%,D:33.6%],F:0.2%,M:2.7%,n:2510	Outlier (high value)
UP000694848	Vanessa tameamea	334116	17015	C:99.3%[S:72.8%,D:26.5%],F:0.2%,M:0.5%,n:5286	Outlier (high value)
UP000694850	Orycteropus afer afer	1230840	25168	C:81.7%[S:81.1%,D:0.6%],F:1.1%,M:17.2%,n:11366	Standard
UP000694851	Hipposideros armiger (Great Himalayan leaf-nosed bat)	186990	36564	C:93.4%[S:47.8%,D:45.6%],F:3.9%,M:2.8%,n:12234	Outlier (high value)
UP000694852	Castor canadensis (American beaver)	51338	32760	C:92.5%[S:60.7%,D:31.8%],F:4.3%,M:3.2%,n:13798	Outlier (high value)
UP000694857	Balaenoptera musculus (Blue whale)	9771	42385	C:0.1%[S:0.1%,D:0.0%],F:0.0%,M:99.9%,n:13335	Outlier (high value)
UP000700334	Galemys pyrenaicus (Iberian desman) (Pyrenean desman)	202257	20755	C:82.7%[S:82.1%,D:0.6%],F:6.4%,M:10.9%,n:12234	Standard
UP000710432	Microtus ochrogaster (Prairie vole)	79684	21611	C:76.4%[S:74.4%,D:1.9%],F:6.5%,M:17.1%,n:13798	Standard
UP000713257	Nymphon striatum	424472	28023	C:69.6%[S:39.9%,D:29.7%],F:3.7%,M:26.8%,n:1013	Unknown
UP000716595	Eudyptes chrysocome (Western rockhopper penguin) (Aptenodytes chrysocome)	79626	12771	C:72.6%[S:72.2%,D:0.4%],F:5.2%,M:22.2%,n:8338	Standard
UP000719412	Tenebrio molitor (Yellow mealworm beetle)	7067	15190	C:60.6%[S:57.8%,D:2.8%],F:6.3%,M:33.1%,n:2124	Standard
UP000727407	Clarias magur (Asian catfish) (Macropteronotus magur)	1594786	23376	C:60.4%[S:58.6%,D:1.8%],F:11.2%,M:28.5%,n:3640	Standard
UP000728185	Fasciolopsis buski	27845	11809	C:57.5%[S:57.0%,D:0.5%],F:14.7%,M:27.8%,n:954	Unknown
UP000729913	Cotesia typhae	2053667	8420	C:59.0%[S:58.7%,D:0.4%],F:6.7%,M:34.3%,n:5991	Standard
UP000732094	Bradysia odoriphaga	1564500	16184	C:87.2%[S:84.6%,D:2.6%],F:3.0%,M:9.8%,n:3285	Outlier (high value)
UP000736164	Atractosteus spatula (Alligator gar) (Lepisosteus spatula)	7917	14758	C:75.8%[S:74.2%,D:1.6%],F:4.5%,M:19.8%,n:3640	Standard
UP000748531	Paragonimus heterotremus	100268	12468	C:65.7%[S:65.0%,D:0.7%],F:9.2%,M:25.1%,n:954	Unknown
UP000751161	Aptenodytes patagonicus (King penguin)	9234	13684	C:78.7%[S:78.1%,D:0.6%],F:6.8%,M:14.5%,n:8338	Standard
UP000770717	Eleutherodactylus coqui (Puerto Rican coqui)	57060	32432	C:78.9%[S:53.2%,D:25.6%],F:8.9%,M:12.2%,n:5310	Unknown
UP000782854	Eudyptula minor (Little blue penguin) (Aptenodytes minor)	37083	14871	C:80.2%[S:73.4%,D:6.8%],F:6.5%,M:13.3%,n:8338	Close to standard (high value)
UP000786811	Cotesia congregata (Parasitoid wasp) (Apanteles congregatus)	51543	13934	C:80.8%[S:79.9%,D:0.9%],F:5.3%,M:13.8%,n:5991	Standard
UP000789390	Daphnia galeata	27404	15633	C:93.0%[S:91.7%,D:1.3%],F:1.0%,M:6.0%,n:1013	Unknown
UP000000715	Mustela putorius furo (European domestic ferret) (Mustela furo)	9669	46443		Outlier (high value)
UP000005204	Bombyx mori (Silk moth)	7091	23641	C:84.8%[S:83.8%,D:1.0%],F:6.2%,M:9.0%,n:5286	Standard
UP000005237	Caenorhabditis japonica	281687	35024	C:79.4%[S:64.8%,D:14.6%],F:7.7%,M:12.9%,n:3131	Outlier (high value)
UP000005239	Pristionchus pacificus (Parasitic nematode)	54126	26122	C:68.3%[S:66.1%,D:2.2%],F:0.9%,M:30.8%,n:3131	Standard
UP000007266	Tribolium castaneum (Red flour beetle)	7070	18505	C:98.0%[S:90.1%,D:7.9%],F:0.9%,M:1.1%,n:2124	Outlier (high value)
UP000007819	Acyrthosiphon pisum (Pea aphid)	7029	24038	C:99.4%[S:96.7%,D:2.7%],F:0.4%,M:0.2%,n:2510	Outlier (high value)
UP000008549	Caenorhabditis briggsae	6238	21751	C:98.1%[S:97.1%,D:0.9%],F:0.9%,M:1.0%,n:3131	Outlier (high value)
UP000024404	Onchocerca volvulus	6282	12225	C:98.2%[S:82.8%,D:15.4%],F:0.5%,M:1.3%,n:3131	Standard
UP000031668	Thelohanellus kitauei (Myxosporean)	669202	14792	C:25.4%[S:23.8%,D:1.6%],F:7.9%,M:66.8%,n:954	Unknown
UP000053240	Papilio machaon (Old World swallowtail butterfly)	76193	858	C:1.0%[S:0.9%,D:0.1%],F:1.1%,M:97.9%,n:5286	Outlier (high value)
UP000053268	Papilio xuthus (Asian swallowtail butterfly)	66420	260	C:0.8%[S:0.7%,D:0.0%],F:0.2%,M:99.0%,n:5286	Outlier (high value)
UP000053825	Habropoda laboriosa	597456	169	C:0.0%[S:0.0%,D:0.0%],F:0.1%,M:99.9%,n:5991	Standard
UP000054359	Stegodyphus mimosarum (African social velvet spider)	407821	27009	C:88.4%[S:85.1%,D:3.2%],F:7.9%,M:3.7%,n:2934	Outlier (high value)
UP000078492	Trachymyrmex cornetzi	471704	260	C:0.2%[S:0.2%,D:0.0%],F:0.1%,M:99.7%,n:5991	Standard
UP000078540	Atta colombica	520822	50	C:0.1%[S:0.1%,D:0.0%],F:0.0%,M:99.9%,n:5991	Standard
UP000078542	Cyphomyrmex costatus	456900	388	C:0.5%[S:0.5%,D:0.0%],F:0.2%,M:99.2%,n:5991	Standard
UP000183832	Clunio marinus	568069	22544	C:91.2%[S:85.1%,D:6.1%],F:1.2%,M:7.6%,n:3285	Outlier (high value)
UP000193380	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	8022	2339	C:8.1%[S:8.1%,D:0.1%],F:1.1%,M:90.8%,n:3640	Standard
UP000230233	Caenorhabditis nigoni	1611254	44209	C:97.2%[S:66.3%,D:30.9%],F:1.4%,M:1.5%,n:3131	Outlier (high value)
UP000242450	Cervus elaphus hippelaphus (European red deer)	46360	19226	C:42.5%[S:42.3%,D:0.2%],F:11.0%,M:46.5%,n:13335	Standard
UP000245119	Pomacea canaliculata (Golden apple snail)	400727	21377	C:73.5%[S:72.2%,D:1.3%],F:3.9%,M:22.5%,n:5295	Outlier (high value)
UP000266721	Mytilus galloprovincialis (Mediterranean mussel)	29158	3147	C:1.8%[S:1.7%,D:0.1%],F:0.4%,M:97.8%,n:5295	Unknown
UP000269396	Schistosoma mattheei	31246	22244	C:40.3%[S:39.8%,D:0.4%],F:22.9%,M:36.9%,n:954	Unknown
UP000271098	Gongylonema pulchrum	637853	26895	C:33.7%[S:30.7%,D:3.0%],F:12.6%,M:53.7%,n:3131	Outlier (high value)
UP000275846	Schistocephalus solidus (Tapeworm)	70667	20172	C:60.1%[S:59.2%,D:0.8%],F:11.8%,M:28.1%,n:954	Unknown
UP000276133	Brachionus plicatilis (Marine rotifer) (Brachionus muelleri)	10195	52387	C:87.8%[S:84.8%,D:3.0%],F:2.9%,M:9.2%,n:954	Close to standard (high value)
UP000277204	Schistosoma margrebowiei	48269	25527	C:53.8%[S:53.1%,D:0.6%],F:17.2%,M:29.0%,n:954	Unknown
UP000279833	Schistosoma curassoni	6186	22688	C:41.5%[S:40.9%,D:0.6%],F:21.8%,M:36.7%,n:954	Unknown
UP000280834	Brugia timori	42155	15861	C:60.0%[S:59.6%,D:0.4%],F:13.0%,M:27.0%,n:3131	Standard
UP000280995	Trichobilharzia regenti (Nasal bird schistosome)	157069	22165	C:24.7%[S:24.3%,D:0.4%],F:29.5%,M:45.8%,n:954	Unknown
UP000281553	Dibothriocephalus latus (Fish tapeworm) (Diphyllobothrium latum)	60516	19927	C:32.8%[S:32.1%,D:0.7%],F:24.9%,M:42.2%,n:954	Unknown
UP000285301	Dinothrombium tinctorium	1965070	13518	C:88.6%[S:53.3%,D:35.3%],F:1.7%,M:9.6%,n:2934	Standard
UP000286415	Clonorchis sinensis (Chinese liver fluke)	79923	14344	C:63.8%[S:63.2%,D:0.6%],F:8.0%,M:28.2%,n:954	Unknown
UP000295070	Perca flavescens (American yellow perch) (Morone flavescens)	8167	21644	C:92.0%[S:91.0%,D:0.9%],F:1.6%,M:6.5%,n:3640	Outlier (high value)
UP000298663	Steinernema carpocapsae (Entomopathogenic nematode)	34508	36344	C:74.9%[S:57.3%,D:17.6%],F:3.7%,M:21.4%,n:3131	Outlier (high value)
UP000299084	Camelus dromedarius (Dromedary) (Arabian camel)	9838	29881	C:69.0%[S:49.2%,D:19.8%],F:7.5%,M:23.6%,n:13335	Standard
UP000299102	Eumeta variegata (Bagworm moth) (Eumeta japonica)	151549	96130	C:71.6%[S:70.1%,D:1.6%],F:7.4%,M:21.0%,n:5286	Outlier (high value)
UP000301870	Spodoptera litura (Asian cotton leafworm)	69820	283	C:0.6%[S:0.6%,D:0.0%],F:0.0%,M:99.3%,n:5286	Standard
UP000314294	Liparis tanakae (Tanaka's snailfish)	230148	68164	C:59.7%[S:58.7%,D:1.0%],F:12.0%,M:28.3%,n:3640	Outlier (high value)
UP000318571	Tigriopus californicus (Marine copepod)	6832	15551	C:91.8%[S:90.4%,D:1.4%],F:2.6%,M:5.6%,n:1013	Unknown
UP000324091	Takifugu flavidus (sansaifugu)	433684	29076	C:84.9%[S:83.2%,D:1.7%],F:4.6%,M:10.5%,n:3640	Outlier (high value)
UP000324222	Portunus trituberculatus (Swimming crab) (Neptunus trituberculatus)	210409	99420	C:42.6%[S:42.2%,D:0.5%],F:22.6%,M:34.7%,n:1013	Outlier (high value)
UP000324632	Triplophysa tibetana	1572043	23866	C:91.1%[S:87.9%,D:3.2%],F:2.0%,M:6.9%,n:3640	Standard
UP000326062	Muntiacus reevesi (Reeves' muntjac) (Cervus reevesi)	9886	25423	C:88.5%[S:86.3%,D:2.1%],F:4.7%,M:6.8%,n:13335	Outlier (high value)
UP000327468	Pangasianodon hypophthalmus (Striped catfish) (Helicophagus hypophthalmus)	310915	21221	C:91.5%[S:90.2%,D:1.3%],F:2.0%,M:6.6%,n:3640	Standard
UP000327493	Etheostoma spectabile (orangethroat darter)	54343	18371	C:59.8%[S:57.4%,D:2.4%],F:6.4%,M:33.8%,n:3640	Outlier (high value)
UP000422442	Sparganum proliferum	64606	22389	C:58.7%[S:56.8%,D:1.9%],F:11.5%,M:29.8%,n:954	Unknown
UP000465112	Perca fluviatilis (European perch)	8168	24246	C:94.5%[S:93.4%,D:1.0%],F:1.9%,M:3.6%,n:3640	Outlier (high value)
UP000478052	Aphis craccivora (Cowpea aphid)	307492	31792	C:97.5%[S:95.8%,D:1.6%],F:0.9%,M:1.7%,n:2510	Outlier (high value)
UP000479000	Nesidiocoris tenuis	355587	23052	C:57.1%[S:44.4%,D:12.7%],F:6.3%,M:36.6%,n:2510	Outlier (high value)
UP000499080	Araneus ventricosus (Orbweaver spider) (Epeira ventricosa)	182803	212295	C:91.0%[S:72.6%,D:18.4%],F:5.4%,M:3.6%,n:2934	Outlier (high value)
UP000516260	Takifugu bimaculatus	433685	19991	C:74.9%[S:71.0%,D:3.8%],F:8.4%,M:16.7%,n:3640	Standard
UP000550142	Spirometra erinaceieuropaei (Tapeworm) (Spirometra erinacei)	99802	27605	C:64.7%[S:58.4%,D:6.3%],F:9.1%,M:26.2%,n:954	Unknown
UP000580250	Meloidogyne enterolobii	390850	56521	C:68.7%[S:8.3%,D:60.4%],F:1.4%,M:29.8%,n:3131	Outlier (high value)
UP000595437	Caligus rogercresseyi (Sea louse)	217165	18197	C:15.9%[S:15.2%,D:0.7%],F:14.7%,M:69.4%,n:1013	Unknown
UP000597762	Sepia pharaonis (Pharaoh cuttlefish)	158019	53515	C:58.0%[S:48.6%,D:9.4%],F:4.3%,M:37.7%,n:5295	Unknown
